"version","subjCode","gender","Days","curTrialIndex","audio","audioType","expTimer","trialStart","trialTime","totalTime","lookAways","looking_time","audioStartTime","audioEndTime","subj_exclusion","subj_exclusion_reason","trial_exclusion"
"version3","Bird_126","f",225,10,"japanese_1_65dB","forward",140439.540281,120385.136217,20054.4040635,1534.68631176,1,371.930938767,138888.14129,1551.36340368,"no","","yes"
"version3","Bird_126","f",225,11,"backjapanese_1_65dB","backward",163478.780396,141337.663804,22141.1165922,1036.57620194,1,9.7618662694,162428.687185,1050.05933496,"no","","yes"
"version3","Bird_126","f",225,12,"starling_1_70dB","birdsong",170000.287094,164563.669419,5436.61767483,1034.6804946,1,16.797541175,168947.628176,1052.6209352,"no","","yes"
"version3","Bird_127","f",232,1,"japanese_1_65dB","forward",47145.3918571,29365.5940066,17779.7978505,15175.5346305,5,13353.8180367,31953.044287,15192.3119828,"no","","no"
"version3","Bird_127","f",232,2,"backjapanese_1_65dB","backward",60871.855658,47903.1444105,12968.7112475,10531.5826898,6,7858.32735649,50323.5726076,10548.2478052,"no","","no"
"version3","Bird_127","f",232,3,"starling_1_70dB","birdsong",80466.9123786,61722.7918089,18744.1205697,15864.9486448,8,12788.3689115,64589.0082508,15877.8702515,"no","","no"
"version3","Bird_127","f",232,4,"japanese_1_65dB","forward",89679.6494105,81096.8083679,8582.84104255,5981.83440141,3,4376.37182145,83680.5835767,5999.03435269,"no","","no"
"version3","Bird_127","f",232,5,"starling_1_70dB","birdsong",104191.546856,90423.0301753,13768.5166809,11402.0661841,4,9744.95208039,92775.8199447,11415.6923507,"no","","no"
"version3","Bird_127","f",232,6,"backjapanese_1_65dB","backward",135055.400165,104891.585728,30163.814437,9073.42170388,6,6305.60650321,125965.4095,9089.95473571,"no","","no"
"version3","Bird_127","f",232,7,"japanese_1_65dB","forward",147360.702466,135902.717363,11457.9851026,8629.89359401,2,7293.90786725,138717.24772,8643.39657378,"no","","no"
"version3","Bird_127","f",232,8,"backjapanese_1_65dB","backward",154198.712219,148127.283061,6071.42915804,3479.72996093,4,1516.85160652,150705.166179,3493.50737341,"no","","no"
"version3","Bird_127","f",232,9,"starling_1_70dB","birdsong",171687.244216,154824.950588,16862.293628,4925.59553953,3,3369.89459317,166744.881248,4942.32601239,"no","","no"
"version3","Bird_127","f",232,10,"japanese_1_65dB","forward",195980.302779,172509.753312,23470.5494677,4480.68089428,4,2709.06401338,191483.365339,4496.90801234,"no","","no"
"version3","Bird_127","f",232,11,"backjapanese_1_65dB","backward",214789.554584,196809.275758,17980.2788264,3493.88035553,2,2131.79682943,211278.873265,3510.63443918,"no","","no"
"version3","Bird_127","f",232,12,"starling_1_70dB","birdsong",220791.346951,215612.872264,5178.47468785,2515.28987213,2,1298.52258015,218268.097846,2523.21591353,"no","","no"
"version3","Bird_128","f",225,1,"japanese_1_65dB","forward",34453.098855,22651.7505121,11801.3483429,9746.19029141,2,7539.28994026,24687.3722369,9765.69171524,"no","","no"
"version3","Bird_128","f",225,2,"backjapanese_1_65dB","backward",51384.8868157,35293.2536318,16091.6331839,13609.0513899,3,11485.2039521,37759.1631815,13625.6948907,"no","","no"
"version3","Bird_128","f",225,3,"starling_1_70dB","birdsong",65714.740135,52114.3696179,13600.3705171,11481.647631,3,9086.80462168,54216.8606509,11497.842186,"no","","no"
"version3","Bird_128","f",225,4,"japanese_1_65dB","forward",78152.2624198,66483.0026807,11669.2597391,8278.12190109,2,5970.78841309,69862.986338,8289.23981026,"no","","no"
"version3","Bird_128","f",225,5,"backjapanese_1_65dB","backward",94938.501274,78775.8949659,16162.6063081,7368.43356938,2,6030.34216374,87553.3253125,7385.1393477,"no","","no"
"version3","Bird_128","f",225,6,"starling_1_70dB","birdsong",107996.094651,95750.8402335,12245.2544174,9727.42695906,3,7346.92455042,98255.8303067,9740.19932919,"no","","no"
"version3","Bird_128","f",225,7,"backjapanese_1_65dB","backward",119565.908113,108821.125567,10744.7825453,8153.58872598,2,5983.78594047,111396.100879,8169.76993583,"no","","no"
"version3","Bird_128","f",225,8,"japanese_1_65dB","forward",146049.003183,120185.514176,25863.4890066,8808.60812442,2,7336.23060757,137223.640348,8825.32724793,"no","","no"
"version3","Bird_128","f",225,9,"starling_1_70dB","birdsong",155211.089371,146877.829607,8333.25976371,5710.70475588,2,4226.78639009,149483.824607,5727.23259839,"no","","no"
"version3","Bird_128","f",225,10,"japanese_1_65dB","forward",165560.292526,155823.28167,9737.01085614,7199.23200162,3,5094.02984257,158344.731491,7215.52818538,"no","","no"
"version3","Bird_128","f",225,11,"backjapanese_1_65dB","backward",174962.848027,166165.975797,8796.87223044,6588.38038024,3,3820.87029779,168360.658458,6602.15363937,"no","","no"
"version3","Bird_128","f",225,12,"starling_1_70dB","birdsong",187004.186625,175673.158587,11331.0280379,5647.96937587,2,4459.71806753,181343.828809,5660.32359682,"no","","no"
"version3","Bird_129","f",224,1,"starling_1_70dB","birdsong",45379.6883522,22092.1324308,23287.5559215,21077.2515212,4,17612.7976234,24285.7293418,21093.9285561,"yes","number of useable trials","no"
"version3","Bird_129","f",224,2,"backjapanese_1_65dB","backward",61747.6640791,46163.2020509,15584.4620282,12137.6949509,4,9989.36867691,49593.5028788,12154.1262974,"yes","number of useable trials","no"
"version3","Bird_129","f",224,3,"japanese_1_65dB","forward",77084.7802595,62510.1563713,14574.6238882,7037.4007409,2,5647.69220666,70030.4366066,7054.30875008,"yes","number of useable trials","no"
"version3","Bird_129","f",224,4,"starling_1_70dB","birdsong",89702.6908002,77830.3149259,11872.3758744,6998.98063304,1,5859.55867806,82686.9239755,7015.73021099,"yes","number of useable trials","no"
"version3","Bird_130","m",190,1,"starling_1_70dB","birdsong",60543.2154782,27588.8002404,32954.4152378,29357.1431994,9,25770.7933406,31169.5666783,29373.6149236,"yes","number of useable trials","no"
"version3","Bird_130","m",190,2,"backjapanese_1_65dB","backward",74319.9546126,61301.8643568,13018.0902558,10632.0211935,2,9127.54610757,63672.189863,10647.7065784,"yes","number of useable trials","no"
"version3","Bird_130","m",190,3,"japanese_1_65dB","forward",85494.0867136,74956.8033419,10537.2833717,1838.90819951,2,78.8413093542,83633.0166075,1861.03794072,"yes","number of useable trials","yes"
"version3","Bird_130","m",190,4,"backjapanese_1_65dB","backward",100787.1891,86244.5040073,14542.6850926,6046.24551994,4,3991.64659757,94724.1515712,6063.01083829,"yes","number of useable trials","no"
"version3","Bird_130","m",190,5,"japanese_1_65dB","forward",106487.72277,101631.932226,4855.79054488,2437.08873726,3,897.58219436,104034.010379,2453.68262136,"yes","number of useable trials","yes"
"version3","Bird_130","m",190,6,"starling_1_70dB","birdsong",124260.254749,107203.445317,17056.8094328,11353.477037,6,8323.09346902,112893.088288,11367.1295051,"yes","number of useable trials","no"
"version3","Bird_130","m",190,7,"japanese_1_65dB","forward",134811.3521,125006.797491,9804.55460952,6160.08509434,2,4982.4746903,128633.343394,6177.97756777,"yes","number of useable trials","no"
"version3","Bird_130","m",190,8,"starling_1_70dB","birdsong",150893.839725,135562.749067,15331.0906576,12589.3319947,11,8001.46523298,138288.119499,12605.6825858,"yes","number of useable trials","no"
"version3","Bird_130","m",190,9,"backjapanese_1_65dB","backward",172812.951469,151763.143127,21049.8083426,16701.8165194,18,9638.29069381,156097.001029,16715.9138271,"yes","number of useable trials","no"
"version3","Bird_130","m",190,10,"japanese_1_65dB","forward",190553.306492,173554.392243,16998.9142493,2474.08535855,3,92.3989923322,188061.180152,2492.08698876,"yes","number of useable trials","yes"
"version3","Bird_130","m",190,11,"backjapanese_1_65dB","backward",213395.580416,191266.79218,22128.7882365,1055.26583956,1,19.5602795575,212320.773117,1074.76931647,"yes","number of useable trials","yes"
"version3","Bird_130","m",190,12,"starling_1_70dB","birdsong",243083.791005,214084.786761,28999.0042438,13872.9353456,7,10082.1543374,229194.117373,13889.6442036,"yes","number of useable trials","no"
"version3","Bird_131","m",239,1,"backjapanese_1_65dB","backward",33331.757917,24843.2464116,8488.5115053,6353.04554261,1,5180.10937562,26958.7520814,6372.96956405,"no","","no"
"version3","Bird_131","m",239,2,"starling_1_70dB","birdsong",40966.1360758,34065.1696789,6900.9663969,4363.30935988,2,3231.72924202,36586.1797932,4379.91453602,"no","","no"
"version3","Bird_131","m",239,3,"japanese_1_65dB","forward",49693.5928048,41635.0751881,8058.51761671,4724.76647631,1,3552.44521459,44952.1807746,4741.37849617,"no","","no"
"version3","Bird_131","m",239,4,"starling_1_70dB","birdsong",56330.9264092,50424.5031998,5906.42320947,3761.2799335,1,2615.48513861,52556.3615136,3774.52999284,"no","","no"
"version3","Bird_131","m",239,5,"backjapanese_1_65dB","backward",63956.5792112,57114.6248874,6841.95432381,4183.5308763,2,2545.56594207,59758.9541069,4197.58985925,"no","","no"
"version3","Bird_131","m",239,6,"japanese_1_65dB","forward",70676.4486885,64710.9086977,5965.53999081,2556.85939174,1,1403.65391213,68102.674786,2573.73797311,"no","","no"
"version3","Bird_131","m",239,7,"starling_1_70dB","birdsong",78251.1505947,71444.5815462,6806.56904844,2863.0246626,2,1618.4590623,75374.7889579,2876.33391982,"no","","no"
"version3","Bird_131","m",239,8,"japanese_1_65dB","forward",84419.521339,78891.0529763,5528.46836275,2385.02300507,2,1180.53436861,82017.5058051,2401.9789201,"no","","no"
"version3","Bird_131","m",239,9,"backjapanese_1_65dB","backward",91759.1265679,85067.9995428,6691.12702506,3644.19474115,3,2163.50214649,88098.2318654,3660.85569339,"no","","no"
"version3","Bird_131","m",239,10,"japanese_1_65dB","forward",98664.1899369,92440.0390501,6224.15088688,3036.83339932,1,1897.80221879,95610.7972141,3053.35713562,"no","","no"
"version3","Bird_131","m",239,11,"starling_1_70dB","birdsong",105636.888423,99467.6461349,6169.24228775,3109.09108329,2,1583.4214458,102510.265186,3126.58730731,"no","","no"
"version3","Bird_131","m",239,12,"backjapanese_1_65dB","backward",121703.427865,106358.274803,15345.1530625,13025.4612473,2,10953.7599549,108663.699929,13039.6995349,"no","","no"
"version3","Bird_132Prac","f",208,1,"backjapanese_1_65dB","backward",64107.6450126,27969.011108,36138.6339046,33350.7926014,4,31214.623108,30736.5359044,33371.0772851,"yes","practice","no"
"version3","Bird_132Prac","f",208,2,"japanese_1_65dB","forward",75269.3315293,64998.742815,10270.5887144,7663.6592091,1,6528.2151463,67595.8348646,7673.46244631,"yes","practice","no"
"version3","Bird_132Prac","f",208,3,"starling_1_70dB","birdsong",89480.9150144,76116.3936378,13364.5213766,11166.7135459,1,10251.1468306,78302.5151913,11178.3645782,"yes","practice","no"
"version3","Bird_132Prac","f",208,4,"backjapanese_1_65dB","backward",107827.616119,90327.0682815,17500.547837,14981.3297418,1,14375.0052183,92828.6474619,14998.9388866,"yes","practice","no"
"version3","Bird_132Prac","f",208,5,"starling_1_70dB","birdsong",145609.032228,108675.9272,36933.105028,34262.729426,2,33664.6303281,111334.21788,34274.7784186,"yes","practice","no"
"version3","Bird_132Prac","f",208,6,"japanese_1_65dB","forward",160604.792222,146450.708356,14154.0838666,11920.2368463,2,9946.49709383,148669.564967,11935.1950895,"yes","practice","no"
"version3","Bird_132Prac","f",208,7,"backjapanese_1_65dB","backward",170119.095183,161439.059719,8680.03546398,6131.24203994,2,4329.66956634,163969.708137,6149.34872068,"yes","practice","no"
"version3","Bird_132Prac","f",208,8,"starling_1_70dB","birdsong",189044.491483,170945.469172,18099.0223111,15023.7845444,3,12264.4567722,174003.344509,15041.1113871,"yes","practice","no"
"version3","Bird_132Prac","f",208,9,"japanese_1_65dB","forward",208973.087891,189683.323855,19289.7640366,16702.0611812,8,12271.2077257,192254.451304,16718.5996314,"yes","practice","no"
"version3","Bird_132Prac","f",208,10,"backjapanese_1_65dB","backward",221434.092572,209704.700791,11729.3917811,9008.43073609,3,6320.47336403,212406.255539,9027.79665495,"yes","practice","no"
"version3","Bird_132Prac","f",208,11,"japanese_1_65dB","forward",232513.870439,222246.400735,10267.4697047,8041.49429134,4,5597.25013875,224455.616305,8058.21923199,"yes","practice","no"
"version3","Bird_132Prac","f",208,12,"starling_1_70dB","birdsong",241376.321259,233354.887521,8021.43373841,5744.8437963,2,5479.61847822,235613.435797,5762.84747957,"yes","practice","no"
"version3","Bird_133","m",239,1,"backjapanese_1_65dB","backward",41749.1168992,27006.6812142,14742.435685,11687.5809488,3,10103.1326254,30045.9246646,11703.1576736,"no","","no"
"version3","Bird_133","m",239,2,"japanese_1_65dB","forward",49881.8853719,42507.1344418,7374.75093015,5318.47816826,2,4035.25012037,44542.3476059,5339.5086801,"no","","no"
"version3","Bird_133","m",239,3,"starling_1_70dB","birdsong",58334.4867339,50701.3488696,7633.13786433,5403.52583329,4,3582.63028025,52918.1825865,5416.26992859,"no","","no"
"version3","Bird_133","m",239,4,"japanese_1_65dB","forward",68717.7608745,58947.7161197,9770.04475472,5517.26422329,2,3521.02110168,63183.7657274,5533.96127051,"no","","no"
"version3","Bird_133","m",239,5,"backjapanese_1_65dB","backward",75104.5287511,69338.6966688,5765.83208235,3510.01224005,1,2342.8740958,71577.6435794,3526.85197954,"no","","no"
"version3","Bird_133","m",239,6,"starling_1_70dB","birdsong",82912.7120323,75830.4788608,7082.23317147,4814.08293876,2,3357.24324034,78084.7095836,4827.96925649,"no","","no"
"version3","Bird_133","m",239,7,"backjapanese_1_65dB","backward",113558.849606,83558.7616639,30000.0879422,26432.0078238,11,21205.902532,87110.835612,26447.9780644,"no","","no"
"version3","Bird_133","m",239,8,"starling_1_70dB","birdsong",123573.782334,114288.502529,9285.27980515,5712.35362495,4,3539.73945147,117845.504321,5728.23592334,"no","","no"
"version3","Bird_133","m",239,9,"japanese_1_65dB","forward",145631.417687,124388.927081,21242.4906061,18255.8927283,11,13052.0138942,127355.653094,18275.7252411,"no","","no"
"version3","Bird_133","m",239,10,"backjapanese_1_65dB","backward",155063.616794,146446.903253,8616.71354067,5162.86319371,3,3406.29105183,149880.079305,5183.50121631,"no","","no"
"version3","Bird_133","m",239,11,"japanese_1_65dB","forward",166893.911557,155820.074645,11073.8369127,6897.80736409,4,4108.36604363,159980.771106,6913.10760126,"no","","no"
"version3","Bird_133","m",239,12,"starling_1_70dB","birdsong",179354.374681,167883.116563,11471.258118,3925.50403388,3,2509.45002571,175416.218943,3938.11912442,"no","","no"
"version3","Bird_134","f",231,1,"backjapanese_1_65dB","backward",41643.7686791,28397.1667633,13246.6019158,11091.5106239,1,10998.5922443,30533.4850132,11110.2532112,"no","","no"
"version3","Bird_134","f",231,2,"starling_1_70dB","birdsong",51697.3208841,42419.3247153,9277.99616888,7103.87451058,1,5934.59273976,44569.9877703,7127.30608114,"no","","no"
"version3","Bird_134","f",231,3,"japanese_1_65dB","forward",60436.5911096,52527.3715072,7909.21960237,5513.58275543,1,4344.29516744,54906.6891324,5529.87323354,"no","","no"
"version3","Bird_134","f",231,4,"starling_1_70dB","birdsong",74879.5995869,61258.4155665,13621.1840204,11172.3874565,2,10472.0546458,63694.977248,11184.5867515,"no","","no"
"version3","Bird_134","f",231,5,"japanese_1_65dB","forward",81500.9197976,75698.1941444,5802.72565325,3230.21938952,1,2076.61284527,78257.3688176,3243.51368165,"no","","no"
"version3","Bird_134","f",231,6,"backjapanese_1_65dB","backward",91482.0071435,82292.6869246,9189.32021892,6516.81368144,1,5379.65741644,84951.4444039,6530.5237303,"no","","no"
"version3","Bird_134","f",231,7,"japanese_1_65dB","forward",99390.1851298,92104.0387602,7286.14636964,4950.84078673,1,3782.48599944,94425.1959532,4964.95495798,"no","","no"
"version3","Bird_134","f",231,8,"starling_1_70dB","birdsong",111712.501993,100129.20727,11583.2947233,9081.25700199,2,8800.84396907,102621.146038,9091.32139467,"no","","no"
"version3","Bird_134","f",231,9,"backjapanese_1_65dB","backward",133832.29263,112435.522461,21396.770169,18293.5967988,3,15800.6362618,115525.10281,18307.1576543,"no","","no"
"version3","Bird_134","f",231,10,"japanese_1_65dB","forward",147843.655278,134558.445816,13285.2094627,10640.2766647,1,9720.35243852,137188.653982,10654.8801628,"no","","no"
"version3","Bird_134","f",231,11,"starling_1_70dB","birdsong",168441.024479,148480.18979,19960.834689,17397.34778,4,16066.334586,151026.915715,17414.0759148,"no","","no"
"version3","Bird_134","f",231,12,"backjapanese_1_65dB","backward",194807.416347,169263.801584,25543.6147636,13374.8024728,3,12703.5815304,181415.853916,13391.5251326,"no","","no"
"version3","Bird_135","f",191,1,"starling_1_70dB","birdsong",43526.7497541,21382.5639495,22144.1858046,1050.84619328,1,10.5633007479,42463.1215221,1063.59572431,"yes","number of useable trials","yes"
"version3","Bird_135","f",191,2,"japanese_1_65dB","forward",58022.2647142,44218.0847678,13804.1799464,2473.80116631,2,229.826559284,55531.5205199,2490.71134438,"yes","number of useable trials","yes"
"version3","Bird_135","f",191,3,"backjapanese_1_65dB","backward",68806.2515441,58797.1979707,10009.0535734,3994.53699072,2,2496.88815494,64794.9590437,4011.25862396,"yes","number of useable trials","no"
"version3","Bird_135","f",191,4,"starling_1_70dB","birdsong",76632.6205814,69584.1693523,7048.45122917,1975.05972868,2,741.424290187,74641.3473666,1991.23796957,"yes","number of useable trials","yes"
"version3","Bird_135","f",191,5,"backjapanese_1_65dB","backward",85291.6292257,77505.2395614,7786.38966432,4194.05060667,5,2245.93910039,81083.5588913,4208.03714231,"yes","number of useable trials","no"
"version3","Bird_135","f",191,6,"japanese_1_65dB","forward",101943.78353,86074.7797516,15869.0037784,12927.2706306,6,8917.45295448,89003.803062,12939.9431697,"yes","number of useable trials","no"
"version3","Bird_135","f",191,7,"backjapanese_1_65dB","backward",111958.660093,102711.954837,9246.7052562,4162.7819361,4,2093.66331981,107779.143521,4179.48201159,"yes","number of useable trials","no"
"version3","Bird_135","f",191,8,"starling_1_70dB","birdsong",121037.28568,112611.114495,8426.17118501,3443.97241702,3,2227.6129541,117576.626533,3460.62390201,"yes","number of useable trials","no"
"version3","Bird_135","f",191,9,"japanese_1_65dB","forward",132711.12127,121683.180022,11027.9412479,3609.022366,3,1646.99720978,129084.55705,3626.52418473,"yes","number of useable trials","no"
"version3","Bird_135","f",191,10,"backjapanese_1_65dB","backward",151533.518548,133381.240714,18152.2778336,2619.50148885,1,1461.17755995,148896.864955,2636.61663669,"yes","number of useable trials","no"
"version3","Bird_135","f",191,11,"starling_1_70dB","birdsong",167015.709445,152380.312704,14635.3967414,1034.01848218,1,10.5147102586,165968.39496,1047.15879033,"yes","number of useable trials","yes"
"version3","Bird_135","f",191,12,"japanese_1_65dB","forward",186727.710477,167649.108501,19078.6019761,1467.08267434,1,298.782294718,185243.673825,1484.00277582,"yes","number of useable trials","yes"
"version3","Bird_136","m",199,1,"japanese_1_65dB","forward",43744.8778261,30311.6115155,13433.2663106,11079.2149034,4,8760.81990375,32649.0128635,11095.832455,"no","","no"
"version3","Bird_136","m",199,2,"backjapanese_1_65dB","backward",57020.004161,44588.6072094,12431.3969515,8796.13994289,4,7470.93579505,48209.3175728,8810.65065874,"no","","no"
"version3","Bird_136","m",199,3,"starling_1_70dB","birdsong",63590.4947044,57639.5514359,5950.94326843,2819.43558564,1,1682.66201112,60754.5616741,2835.90428665,"no","","no"
"version3","Bird_136","m",199,4,"japanese_1_65dB","forward",75695.5199713,64271.301386,11424.2185853,7856.92918679,3,5717.17380831,67822.012242,7873.47385293,"no","","no"
"version3","Bird_136","m",199,5,"starling_1_70dB","birdsong",82756.4892048,76309.4708034,6447.01840135,3010.20294335,4,398.249447695,79730.8362465,3025.62489902,"no","","yes"
"version3","Bird_136","m",199,6,"backjapanese_1_65dB","backward",90809.7178613,83521.3893277,7288.32853364,1032.35671326,1,19.8700242909,89760.6375189,1049.04680821,"no","","yes"
"version3","Bird_136","m",199,7,"japanese_1_65dB","forward",103817.238755,91637.7022658,12179.5364893,8375.77915628,8,5121.48404465,95425.0192993,8392.18284201,"no","","no"
"version3","Bird_136","m",199,8,"backjapanese_1_65dB","backward",112613.055333,104438.076069,8174.97926357,5715.14499083,4,3040.37993535,106879.781015,5733.23496641,"no","","no"
"version3","Bird_136","m",199,9,"starling_1_70dB","birdsong",142873.466667,113219.455501,29654.0111662,19724.4798097,19,11196.7812668,123133.627522,19739.8015051,"no","","no"
"version3","Bird_136","m",199,10,"backjapanese_1_65dB","backward",160796.544406,143548.50068,17248.0437258,14012.6088492,8,10801.7644451,146769.96173,14026.5457201,"no","","no"
"version3","Bird_136","m",199,11,"japanese_1_65dB","forward",168437.651417,161417.987388,7019.66402866,4563.0528006,1,3435.91790559,163861.128829,4576.48836984,"no","","no"
"version3","Bird_136","m",199,12,"starling_1_70dB","birdsong",193167.230474,169041.549525,24125.680949,18251.5891092,9,13663.9591814,174896.660681,18270.5348906,"no","","no"
"version3","Bird_137","m",222,1,"starling_1_70dB","birdsong",32921.2497845,22421.2234362,10500.0263483,7840.3913643,1,6684.27883729,25064.1789329,7857.03081585,"no","","no"
"version3","Bird_137","m",222,2,"japanese_1_65dB","forward",70594.889392,33680.7779381,36914.1114539,34257.539714,5,31333.677686,36316.1122806,34278.7428928,"no","","no"
"version3","Bird_137","m",222,3,"backjapanese_1_65dB","backward",102623.689772,71271.5768453,31352.1129267,29258.3397436,9,23715.7605825,73348.8727728,29274.7814119,"no","","no"
"version3","Bird_137","m",222,4,"japanese_1_65dB","forward",120697.53339,103566.242311,17131.2910794,14595.2976192,3,12103.7961369,106085.469369,14612.0304873,"no","","no"
"version3","Bird_137","m",222,5,"starling_1_70dB","birdsong",150980.621696,121418.746698,29561.8749983,27415.0603341,9,20492.0547961,123546.07219,27434.51255,"no","","no"
"version3","Bird_137","m",222,6,"backjapanese_1_65dB","backward",160644.593538,151729.517122,8915.07641686,6387.58694933,1,5248.11182078,154236.755028,6407.80121216,"no","","no"
"version3","Bird_137","m",222,7,"japanese_1_65dB","forward",185936.044514,161352.712093,24583.3324209,22521.8211657,3,20188.7173247,163398.885913,22537.1209612,"no","","no"
"version3","Bird_137","m",222,8,"backjapanese_1_65dB","backward",200030.409336,186653.859578,13376.5497578,10441.5150328,2,8436.39080576,189572.115924,10458.2574822,"no","","no"
"version3","Bird_137","m",222,9,"starling_1_70dB","birdsong",214425.628047,200653.252541,13772.3755061,10879.1305205,4,7833.19178259,203529.914536,10895.6745022,"no","","no"
"version3","Bird_137","m",222,10,"backjapanese_1_65dB","backward",226970.241501,215056.114649,11914.1268522,9312.40401702,4,6431.26555235,217638.610426,9331.5927501,"no","","no"
"version3","Bird_137","m",222,11,"japanese_1_65dB","forward",240240.346607,227693.105169,12547.2414379,9884.49975225,2,7798.96742123,230342.993,9897.19517436,"no","","no"
"version3","Bird_137","m",222,12,"starling_1_70dB","birdsong",248081.580774,240978.738308,7102.84246603,4912.44432644,3,2540.83880608,243156.052302,4925.49254169,"no","","no"
"version3","Bird_138","m",213,1,"backjapanese_1_65dB","backward",44847.1910928,31480.6452408,13366.545852,10916.3873853,1,9899.3974778,33912.4573721,10934.7008707,"no","","no"
"version3","Bird_138","m",213,2,"japanese_1_65dB","forward",82614.3926427,45657.1492023,36957.2434404,34300.671507,2,33762.0098946,48306.8305239,34307.5309799,"no","","no"
"version3","Bird_138","m",213,3,"starling_1_70dB","birdsong",102644.253215,83496.1240523,19148.1291631,16163.8789864,1,15060.2258705,86463.6043474,16180.6125962,"no","","no"
"version3","Bird_138","m",213,4,"japanese_1_65dB","forward",115941.211655,103284.445702,12656.7659532,9913.87162934,1,8810.07000449,106006.202475,9934.98112157,"no","","no"
"version3","Bird_138","m",213,5,"backjapanese_1_65dB","backward",131117.165039,116552.074301,14565.0907376,9557.96983419,2,7632.22432928,121542.579991,9574.55288188,"no","","no"
"version3","Bird_138","m",213,6,"starling_1_70dB","birdsong",139347.999338,131943.908086,7404.09125161,4813.77417466,1,3665.99575285,134516.748324,4831.20858262,"no","","no"
"version3","Bird_138","m",213,7,"backjapanese_1_65dB","backward",148411.238503,140053.126183,8358.11232071,5335.7665083,4,3340.82676389,143055.734329,5355.46858696,"no","","no"
"version3","Bird_138","m",213,8,"starling_1_70dB","birdsong",156597.513261,149131.00854,7466.50472115,5048.8375579,2,3761.95959328,151531.975286,5065.50409907,"no","","no"
"version3","Bird_138","m",213,9,"japanese_1_65dB","forward",166812.93308,157189.08411,9623.84896976,6139.12554894,2,4875.61824569,160660.54472,6152.29768044,"no","","no"
"version3","Bird_138","m",213,10,"starling_1_70dB","birdsong",172985.500869,167428.827922,5556.6729469,3052.73540557,1,1923.52300283,169914.200471,3071.26002008,"no","","no"
"version3","Bird_138","m",213,11,"japanese_1_65dB","forward",192695.077167,173596.53495,19098.5422166,15631.1611555,6,12684.8830851,177050.013653,15645.0251884,"no","","no"
"version3","Bird_138","m",213,12,"backjapanese_1_65dB","backward",198780.579336,193548.929264,5231.65007174,2975.49601662,2,1823.2192095,195788.109836,2992.44178209,"no","","no"
"version4","Bird_201","f",194,1,"starling_1_70dB","birdsong",52394.1062664,15011.8026603,37382.3036061,34256.1880816,4,32132.7166239,18121.534688,34272.5356489,"no","","no"
"version4","Bird_201","f",194,2,"japanese_1_65dB","forward",72164.3027356,53283.0092609,18881.2934747,16785.4244058,1,15645.1519851,55354.1680924,16810.0819466,"no","","no"
"version4","Bird_201","f",194,3,"japanese_1_65dB","forward",98104.4510798,72791.6186466,25312.8324331,22987.7504455,4,20478.381408,75099.9253351,23004.4884465,"no","","no"
"version4","Bird_201","f",194,4,"starling_1_70dB","birdsong",114607.280611,98767.9158032,15839.364808,13284.6319043,2,11913.8438649,101305.381345,13301.1293488,"no","","no"
"version4","Bird_201","f",194,5,"starling_1_70dB","birdsong",122765.520847,115264.449465,7501.07138261,3945.62399574,1,2787.41558286,118804.085489,3961.39737585,"no","","no"
"version4","Bird_201","f",194,6,"japanese_1_65dB","forward",129470.04098,123570.794404,5899.24657613,3811.52494258,1,2658.764122,125641.781116,3828.22496089,"no","","no"
"version4","Bird_201","f",194,7,"starling_1_70dB","birdsong",136077.455044,130164.11248,5913.3425632,3543.70803095,1,2370.24293799,132513.510166,3563.74606834,"no","","no"
"version4","Bird_201","f",194,8,"japanese_1_65dB","forward",140975.097797,136774.66062,4200.4371761,2055.84090023,1,903.276151919,138900.41206,2074.65083402,"no","","yes"
"version4","Bird_201","f",194,9,"starling_1_70dB","birdsong",146924.929647,141703.567831,5221.36181593,3146.68052742,1,1993.0813525,143765.442487,3159.44951941,"no","","no"
"version4","Bird_201","f",194,10,"japanese_1_65dB","forward",153763.159083,147686.417839,6076.74124482,3324.08006862,1,2153.35417015,150422.357439,3340.72910133,"no","","no"
"version4","Bird_201","f",194,11,"starling_1_70dB","birdsong",160569.695304,154562.490932,6007.20437232,3928.14995383,2,2385.47292765,156623.223373,3946.43668609,"no","","no"
"version4","Bird_201","f",194,12,"japanese_1_65dB","forward",185780.721067,161198.750202,24581.970865,22508.0297235,7,17970.668206,163260.355558,22520.3299215,"no","","no"
"version4","Bird_202","m",211,1,"japanese_1_65dB","forward",33586.1098925,26513.6905442,7072.41934833,4864.01332885,1,3676.5498145,28705.1388217,4880.93890531,"no","","no"
"version4","Bird_202","m",211,2,"starling_1_70dB","birdsong",49290.3494478,34196.86954,15093.4799078,7472.92859044,1,6302.16378283,41795.9305115,7494.38198018,"no","","no"
"version4","Bird_202","m",211,3,"japanese_1_65dB","forward",65720.7616937,50133.0099898,15587.7517039,13004.2646718,4,10809.5043701,52699.4099334,13021.1885373,"no","","no"
"version4","Bird_202","m",211,4,"starling_1_70dB","birdsong",78279.2673921,66556.3389728,11722.9284194,7104.55614633,3,5613.24084257,71155.3961802,7123.84691666,"no","","no"
"version4","Bird_202","m",211,5,"japanese_1_65dB","forward",86792.247557,79074.6435613,7717.60399565,4310.61852968,1,3170.3562368,82462.3656319,4329.83915176,"no","","no"
